,nam,address,telephone,city
62,Pharmacie Blida,"Pharmacie Blida, n°30 chouwara. hay b... ","[<span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">053564...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">066227...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">053573...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">053562...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">063277...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">053572...</span>]",Safi
63,Pharmacie Chaymae,"Pharmacie Chaymae, lotissement al madi... ","[<span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">053564...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">066227...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">053573...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">053562...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">063277...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">053572...</span>]",Safi
64,Pharmacie El Mesnaoui,"Pharmacie El Mesnaoui, sidi driss mers... ","[<span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">053930...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">053942...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">053936...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">053938...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">053936...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052023...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">053993...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">053995...</span>]",Safi
65,Pharmacie La Raison,"Pharmacie La Raison, avenue mossab ibn... ","[<span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">053930...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">053942...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">053936...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">053938...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">053936...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052023...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">053993...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">053995...</span>]",Safi
66,Pharmacie Saada,"Pharmacie Saada, 3, place des arènes,... ","[<span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">053930...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">053942...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">053936...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">053938...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">053936...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052023...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">053993...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">053995...</span>]",Kenitra
67,Pharmacie Yamania,"Pharmacie Yamania, 139, avenue des far... ","[<span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">053930...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">053942...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">053936...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">053938...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">053936...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052023...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">053993...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">053995...</span>]",Kenitra
68,Pharmacie Zahara,"Pharmacie Zahara, avenue zahara, rue 4... ","[<span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">053930...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">053942...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">053936...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">053938...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">053936...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052023...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">053993...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">053995...</span>]",Kenitra
69,Pharmacie Aazib Abakkiwe,"Pharmacie Aazib Abakkiwe, reu aazib ab... ","[<span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">053930...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">053942...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">053936...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">053938...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">053936...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052023...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">053993...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">053995...</span>]",Kenitra
70,Pharmacie Ain Hayyani,"Pharmacie Ain Hayyani, avenue imam kas... ","[<span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">053930...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">053942...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">053936...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">053938...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">053936...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052023...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">053993...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">053995...</span>]",Kenitra
71,Pharmacie Ibn Annafis,"Pharmacie Ibn Annafis, avenue des far,... ","[<span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">053930...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">053942...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">053936...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">053938...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">053936...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052023...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">053993...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">053995...</span>]",Kenitra
72,Pharmacie Chakir,"Pharmacie Chakir, Kaouki , rue 1 n°10... ","[<span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052465...</span>]",Kenitra
73,Pharmacie des Palmiers,"Pharmacie des Palmiers, rue Al Hizam, ... ","[<span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">053738...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">053760...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">070605...</span>]",Kenitra
74,Pharmacie Ouikrane,"Pharmacie Ouikrane, 18  hay Bir Rami E... ","[<span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">053738...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">053760...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">070605...</span>]",Kenitra
75,Pharmacie les Orangers,"Pharmacie les Orangers, 2447   Jnane 2... ","[<span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">053738...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">053760...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">070605...</span>]",Kenitra
76,Pharmacie Fleming,"Pharmacie Fleming, derrière le cimeti... ","[<span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052442...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052432...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052430...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052980...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052430...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052435...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052430...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052434...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052440...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052437...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052437...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052436...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052443...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052449...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052443...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052443...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052449...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052444...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052434...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052430...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052449...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052443...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052433...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052430...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052436...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">054003...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052434...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052438...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052444...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052437...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052430...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052503...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052440...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052443...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052506...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052438...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052434...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052432...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">062268...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052430...</span>]",Kenitra
77,Pharmacie Al Amana,"Pharmacie Al Amana, 78, douar ouled el... ","[<span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052442...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052432...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052430...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052980...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052430...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052435...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052430...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052434...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052440...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052437...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052437...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052436...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052443...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052449...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052443...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052443...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052449...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052444...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052434...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052430...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052449...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052443...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052433...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052430...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052436...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">054003...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052434...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052438...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052444...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052437...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052430...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052503...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052440...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052443...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052506...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052438...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052434...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052432...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">062268...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052430...</span>]",Marrakech
78,Pharmacie Chair ElHamra,"Pharmacie Chair ElHamra, 36  rue Abou ... ","[<span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052442...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052432...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052430...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052980...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052430...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052435...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052430...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052434...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052440...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052437...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052437...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052436...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052443...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052449...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052443...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052443...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052449...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052444...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052434...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052430...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052449...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052443...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052433...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052430...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052436...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">054003...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052434...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052438...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052444...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052437...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052430...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052503...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052440...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052443...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052506...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052438...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052434...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052432...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">062268...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052430...</span>]",Marrakech
79,Pharmacie Chams Nakhil,"Pharmacie Chams Nakhil, lakhili arset ... ","[<span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052442...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052432...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052430...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052980...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052430...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052435...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052430...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052434...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052440...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052437...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052437...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052436...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052443...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052449...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052443...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052443...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052449...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052444...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052434...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052430...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052449...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052443...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052433...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052430...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052436...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">054003...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052434...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052438...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052444...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052437...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052430...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052503...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052440...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052443...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052506...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052438...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052434...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052432...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">062268...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052430...</span>]",Marrakech
80,Pharmacie Maniss,"Pharmacie Maniss, 12, merstane3 merchi... ","[<span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052442...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052432...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052430...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052980...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052430...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052435...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052430...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052434...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052440...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052437...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052437...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052436...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052443...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052449...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052443...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052443...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052449...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052444...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052434...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052430...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052449...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052443...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052433...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052430...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052436...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">054003...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052434...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052438...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052444...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052437...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052430...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052503...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052440...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052443...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052506...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052438...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052434...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052432...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">062268...</span>, <span style=""font-weight: bold; color:#1e6dab"" title=""Appelle-nous"">052430...</span>]",Marrakech
